CONTRAT_CLIENT|OFFRE_COMMERCIAL|DESC_SEGMENT_CLIENT|DATE_ACTIVATION|STATUT
CC_55449970|PRE - Double|B2B2C adherent|04/08/2011 11:04:24|A
CC_5028139|PRE - Elissa 300%|Elissa|23/04/2010 11:35:59|A
CC_52257572|PRE - TT 1500%|Residentiels|31/05/2010 17:32:40|A
CC_58017676|PRE - offre 40|Residentiels|07/04/2010 15:36:40|A
CC_50567922|PRE - TT 1500%|Enterprise/SME|28/07/2010 12:02:54|A
CC_59668041|PRE - TT 1500%|Residentiels|08/02/2010 13:05:05|A
CC_53458057|PRE - Trankil TT|Residentiels|13/05/2010 12:04:32|A
CC_53568220|PRE - New Elissa|Elissa|12/07/2010 10:23:03|A
CC_58128364|PRE - Double|Residentiels|09/05/2010 09:57:39|A
CC_57158452|PRE - TT 1500%|Residentiels|29/07/2010 18:28:52|A
CC_51868589|PRE - TM 35mil/min|Residentiels|24/08/2010 16:02:29|A
CC_55878852|PRE - Oulidha 1000%|Residentiels|30/08/2010 22:29:09|A
CC_51089008|PRE - Trankil TT|Residentiels|18/06/2011 08:24:22|A
CC_50729014|PRE - 1=11|Residentiels|18/05/2011 09:24:27|A
CC_51859029|PRE - Trankil TT|Residentiels|29/10/2010 13:06:08|A
CC_55879044|PRE - 900 bonus|Residentiels|30/10/2010 20:33:50|A
CC_59799078|PRE - Trankil TT|Residentiels|23/09/2010 07:49:31|A
CC_51239191|PRE - TT 1000%|Residentiels|08/02/2011 12:06:40|A
CC_50709269|PRE - TT 1000%|Residentiels|27/04/2011 09:46:13|A
CC_54258256|PRE - Elissa 300%|Elissa|11/08/2010 16:25:17|A
CC_54938462|PRE - Double|Residentiels|04/08/2010 21:39:11|A
CC_53838589|PRE - TT 1500%|Residentiels|07/07/2010 21:05:57|A
CC_53089020|PRE - Trankil TT|Residentiels|03/12/2010 16:29:33|A
CC_55429985|PRE - Double Reinstal|Residentiels|15/03/2011 08:08:13|A
CC_55407556|PRE - TT 1500%|Residentiels|15/03/2010 12:31:43|A
CC_56177591|PRE - TT 1000%|Residentiels|10/03/2010 16:18:58|A
CC_53577883|PRE - TT 1500%|Residentiels|27/03/2013 09:53:16|A
CC_52278543|PRE - TT 1500%|Residentiels|06/09/2010 11:10:20|A
CC_51378595|PRE - Trankil TT|Residentiels|24/08/2010 13:54:59|S
CC_58038620|PRE - TT 1000%|Residentiels|05/06/2010 13:02:09|A
CC_50479162|PRE - TT 2000%|Residentiels|23/11/2010 20:54:04|A
CC_55609234|PRE - Trankil TT|Residentiels|06/03/2011 10:38:13|A
CC_57889490|PRE - Trankil ELISSA|Elissa|26/02/2011 09:16:09|A
CC_53569701|PRE - offre 40|Residentiels|30/12/2010 10:55:55|A
CC_58469902|PRE - 900 bonus|Residentiels|25/08/2011 10:35:12|A
CC_56709920|PRE - TT 1000%|Residentiels|01/12/2011 21:27:50|A
CC_54279960|PRE - Day Pass|Residentiels|08/06/2011 11:12:19|A
CC_50207434|PRE - Trankil TT|Residentiels|07/04/2007|A
CC_58647536|PRE - TT 1500%|Residentiels|24/03/2010 12:15:45|A
CC_54637668|PRE - Trankil TT|Entreprise/Soho|13/04/2010 08:49:43|S
CC_57458279|PRE - Double Reinstal|Residentiels|15/03/2010 13:50:17|A
CC_58548396|PRE - Trankil TT|Residentiels|30/06/2010 17:31:40|A
CC_55558510|PRE - TT 1500%|Residentiels|12/08/2010 11:13:28|A
CC_58578652|PRE - 900 bonus|Residentiels|24/08/2010 21:16:17|A
CC_56068654|PRE - Trankil TT|Residentiels|26/06/2010 08:29:30|A
CC_59528856|PRE - Double|Residentiels|29/09/2010 13:17:21|A
CC_53258894|PRE - Double Reinstal|Residentiels|01/11/2010 11:00:52|A
CC_54008992|PRE - Trankil TT|Residentiels|27/07/2010 10:55:20|A
CC_57179032|PRE - Trankil TT|Residentiels|19/12/2010 09:19:50|A
CC_56209217|PRE - Trankil TT|Residentiels|03/01/2011 09:55:27|A
CC_50229222|PRE - Trankil TT|Residentiels|08/03/2011 15:08:31|A
CC_58479508|PRE - New Elissa|Elissa|30/01/2011 12:40:53|A
CC_55889739|PRE - 900 bonus|Residentiels|07/05/2011 12:16:23|A
CC_57539803|PRE - 900 bonus|Residentiels|28/07/2011 18:53:00|A
CC_51829812|PRE - Corporate Optimum Family|Enterprise/SME|31/01/2011 20:16:16|A
CC_51229912|PRE - 900 bonus|Residentiels|16/03/2012 17:19:59|A
CC_54079956|PRE - TT 1500%|Enterprise/SME|13/07/2011 08:17:52|A
CC_52237445|PRE - TT 1000%|Residentiels|24/04/2007|A
CC_52878684|PRE - 900 bonus|Residentiels|02/09/2014 14:02:02|A
CC_51219154|PRE - TT 1500%|Residentiels|10/01/2011 08:42:59|A
CC_58599312|PRE - Corporate Optimum Family|Enterprise/SME|08/10/2010 20:15:26|A
CC_54187655|PRE - TT 1000%|Residentiels|14/03/2011 16:06:08|A
CC_53568573|PRE - Oulidha 1000%|Residentiels|30/11/2010 16:24:05|A
CC_57218617|PRE - TT 1500%|Residentiels|11/05/2010 22:06:32|S
CC_50218793|PRE - TT 1000%|Residentiels|24/07/2010 16:55:19|A
CC_53118811|PRE - TT 1500%|Residentiels|14/04/2011 15:55:40|A
CC_52619038|PRE - 900 bonus|Residentiels|14/10/2010 14:27:08|A
CC_56559161|PRE - TT 1500%|Residentiels|29/04/2011 18:49:44|A
CC_53889674|PRE - TT 1500%|Residentiels|26/11/2010 11:27:51|A
CC_54588184|PRE - Elissa|Elissa|07/09/2010 21:07:48|A
CC_55618481|PRE - TT 1500%|Residentiels|26/07/2010 19:27:24|S
CC_56668676|PRE - Trankil TT|Residentiels|05/09/2010 09:06:28|A
CC_52568949|PRE - Trankil TT|Residentiels|09/02/2011 10:54:45|A
CC_52869008|PRE - TT 1500%|Residentiels|15/04/2012 07:54:50|A
CC_50729012|PRE - AHLA|Residentiels|31/12/2010 20:39:55|A
CC_56169176|PRE - Double|Residentiels|11/01/2011 15:07:46|A
CC_58549622|PRE - New Elissa|Elissa|01/06/2011 15:46:06|A
CC_58439811|PRE - Corporate Optimum Family|Enterprise/SME|31/01/2011 13:16:47|A
CC_52329862|PRE - 900 bonus|Residentiels|25/06/2011 10:27:44|S
CC_50607549|PRE - 900 bonus|Residentiels|03/03/2010 12:29:20|A
CC_57928451|PRE - TT 1000%|Residentiels|26/07/2010 08:19:21|A
CC_56398663|PRE - Trankil TT|Residentiels|08/06/2010 10:30:29|A
CC_56469017|PRE - TT 1500%|Residentiels|10/11/2010 23:59:15|A
CC_55579779|PRE - Day Pass|Residentiels|06/07/2011 11:16:20|A
CC_54429198|PRE - TT 1500%|Residentiels|26/01/2015 14:00:43|A
CC_53457453|PRE - TT 1500%|Residentiels|06/04/2007|A
CC_52149804|PRE - 900 bonus|Residentiels|09/09/2011 10:35:05|A
CC_57207893|PRE - TT 1500%|B2B2C adherent|18/02/2010 17:06:35|A
CC_50459551|PRE - offre 40|Enterprise/SME|13/10/2010 12:01:26|A
CC_56207463|PRE - TT 1500%|Residentiels|10/04/2007|A
CC_58457917|PRE - Trankil TT|Residentiels|08/12/2010 11:58:34|A
CC_55488003|PRE - AHLA|Residentiels|26/04/2010 11:24:56|A
CC_50298419|PRE - TT 1500%|Residentiels|16/09/2010 15:29:27|A
CC_52818625|PRE - TT 1500%|Residentiels|28/05/2010 16:19:51|A
CC_51828849|PRE - Trankil TT|Residentiels|20/12/2010 09:15:11|A
CC_50998940|Hayya|Residentiels|10/02/2011 09:55:50|A
CC_55749009|PRE - TT 1500%|Residentiels|27/05/2011 17:09:32|A
CC_55707472|PRE - Trankil TT|Residentiels|26/03/2010 11:22:56|A
CC_58717629|PRE - TT 1000%|Residentiels|18/03/2010 15:16:58|A
CC_52907705|PRE - Trankil TT|Residentiels|23/02/2010 10:47:01|A
CC_53187906|PRE - Trankil TT|Residentiels|29/06/2010 11:42:04|A
CC_50108596|PRE - TT 1500%|Residentiels|30/08/2010 18:15:10|A
CC_52558603|PRE - TT 1000%|Residentiels|25/06/2010 10:22:51|A
CC_54828665|PRE - TT 1000%|Residentiels|06/09/2010 17:12:38|S
CC_58488773|PRE - 900 bonus|Residentiels|03/08/2010 09:45:21|A
CC_51978902|PRE - TT 1500%|Residentiels|23/03/2011 09:32:47|S
CC_51808969|PRE - AHLA|Residentiels|24/02/2012 09:23:54|A
CC_51408990|PRE - Double|Residentiels|02/07/2010 10:14:25|A
CC_59679029|PRE - TT 1000%|Residentiels|22/10/2010 23:36:38|A
CC_59799221|PRE - Trankil TT|Residentiels|09/04/2011 09:39:53|A
CC_54669975|PRE - TT 1500%|Residentiels|15/03/2011 12:50:59|D
CC_52077630|PRE - 1=11|Residentiels|07/02/2014 10:17:06|A
CC_59737799|PRE - Double|Residentiels|13/02/2010 17:53:42|A
CC_59598024|PRE - TT 1500%|Residentiels|26/04/2010 11:05:44|A
CC_51598589|PRE - SIGOUNDA|Residentiels|08/09/2010 13:17:11|S
CC_57488589|PRE - TT 1500%|Residentiels|15/07/2010 08:50:42|A
CC_59218825|PRE - TT 1500%|Residentiels|08/06/2010 13:56:20|A
CC_52409216|PRE - TT 1500%|Residentiels|28/02/2011 09:28:18|A
CC_5178964|PRE - Elissa 300%|Elissa|21/05/2010 08:12:56|A
CC_59678008|PRE - TT 1500%|Residentiels|16/03/2010 11:51:18|S
CC_52298312|PRE - New Elissa|Elissa|13/10/2010 17:52:27|A
CC_55918516|PRE - TT 1500%|Residentiels|24/10/2010 11:31:43|D
CC_54458541|PRE - Trankil TT|Residentiels|26/08/2010 17:34:12|A
CC_58458630|PRE - 1=11|Residentiels|05/06/2010 09:38:06|A
CC_50348655|PRE - TT 1500%|Residentiels|14/06/2010 10:25:00|A
CC_57618727|PRE - TT 1000%|Residentiels|15/07/2010 09:23:50|A
CC_58818818|PRE - TT 1000%|Enterprise/KeyAccounts|12/05/2010 00:17:27|A
CC_58658821|PRE - Corporate Optimum Family|Enterprise/SME|26/05/2010 10:17:38|A
CC_54419679|PRE - Corporate Optimum Family|Enterprise/SME|07/12/2010 16:42:16|A
CC_59449759|PRE - Double|Residentiels|10/08/2011 12:50:06|A
CC_50709927|PRE - TT 1500%|Residentiels|08/03/2012 19:32:04|A
CC_59368350|PRE - TT 1500%|Residentiels|04/05/2010 10:23:54|A
CC_57998476|PRE - TT 1500%|Residentiels|03/08/2010 09:53:37|A
CC_56338681|PRE - Trankil TT|Residentiels|27/08/2010 08:08:42|A
CC_54728747|PRE - Ahla Bonnusset|Residentiels|22/08/2010 10:56:40|A
CC_55108984|PRE - TT 1000%|Residentiels|18/04/2011 17:36:47|S
CC_54069030|PRE - Trankil TT|Residentiels|02/10/2011 08:52:58|A
CC_54339114|PRE - 900 bonus|Residentiels|13/11/2010 11:47:51|A
CC_57589239|PRE - Double|Residentiels|02/05/2011 10:23:32|A
CC_57979696|PRE - Corporate Optimum Family|Enterprise/SME|20/12/2010 16:20:11|A
CC_59277917|PRE - Trankil TT|Residentiels|07/05/2010 17:14:45|A
CC_51548034|PRE - TT 1500%|Residentiels|16/02/2010 17:16:00|A
CC_53018812|PRE - 1=11|Residentiels|26/08/2010 10:17:26|S
CC_59928938|PRE - Double Reinstal|Residentiels|20/01/2011 11:05:27|A
CC_50569010|PRE - TT 1500%|Residentiels|18/02/2011 13:03:12|A
CC_57369010|PRE - TT 1500%|Residentiels|27/02/2012 12:35:08|A
CC_54849101|PRE - TT 1500%|Residentiels|10/11/2010 14:57:33|A
CC_55629260|PRE - Trankil TT|Residentiels|11/01/2011 12:23:23|A
CC_58929301|PRE - TT 1500%|Residentiels|26/03/2011 10:35:19|A
CC_58669713|PRE - TT 1500%|Residentiels|07/06/2011 10:07:08|A
CC_58408710|PRE - Double|Residentiels|05/09/2010 09:59:01|A
CC_56438753|PRE - TT 1500%|Residentiels|03/08/2010 11:25:50|S
CC_50698988|PRE - Double|Residentiels|04/03/2011 15:29:01|A
CC_55908992|PRE - TT 1500%|Residentiels|29/07/2010 08:49:25|A
CC_52157450|PRE - offre 40|Residentiels|22/11/2006|A
CC_54287710|PRE - Trankil TT|Enterprise/SME|02/03/2010 11:41:03|A
CC_57618079|PRE - Corporate Optimum Family|Residentiels|12/08/2010 08:08:20|A
CC_51438590|PRE - TT 1500%|Residentiels|09/09/2010 11:58:39|A
CC_58608822|PRE - TT 1500%|Enterprise/SME|27/05/2010 01:05:43|A
CC_50138864|PRE - TT 1000%|Residentiels|18/08/2010 17:35:13|A
CC_50339097|PRE - TT 1000%|Enterprise/SME|25/08/2010 16:25:08|A
CC_59029322|PRE - Elissa 300%|Elissa|12/10/2010 10:12:02|A
CC_57209669|PRE - Family Connect|Enterprise/SME|04/11/2010 10:52:03|A
CC_58999698|PRE - Trankil TT|Residentiels|24/12/2010 14:33:10|A
CC_50009775|PRE - Double|Residentiels|03/07/2011 10:18:33|A
CC_51967543|PRE - Day Pass|Residentiels|04/04/2010 16:00:19|A
CC_56917608|PRE - TT 1500%|Residentiels|03/06/2010 12:09:30|A
CC_51087685|PRE - 900 bonus|Residentiels|08/02/2010 10:30:18|A
CC_59587904|PRE - Trankil TT|Residentiels|20/02/2010 16:15:55|A
CC_53708008|PRE - Double|Residentiels|01/02/2010 12:39:06|A
CC_51108443|PRE - TT 1500%|Residentiels|09/07/2010 20:51:10|A
CC_55638559|PRE - 900 bonus|Residentiels|03/09/2010 22:08:59|A
CC_57398580|PRE - TT 1500%|Residentiels|14/09/2010 18:46:38|A
CC_50318683|PRE - Double|Residentiels|01/09/2010 12:01:21|A
CC_55248766|PRE - 1=11|Residentiels|09/08/2010 18:17:04|A
CC_51058904|PRE - Corporate Optimum Family|Residentiels|06/11/2010 12:05:05|A
CC_52708960|PRE - Trankil TT|Residentiels|20/06/2011 09:21:09|S
CC_50269022|PRE - TT 1500%|Residentiels|26/10/2010 10:53:56|A
CC_56919056|PRE - TT 1500%|Residentiels|05/11/2010 11:43:18|A
CC_51799168|PRE - Oulidha 1000%|Residentiels|31/03/2011 10:46:09|A
CC_51159620|PRE - Trankil ELISSA|Elissa|14/05/2011 12:32:07|A
CC_58379752|PRE - Trankil TT|Residentiels|20/06/2011 16:35:43|A
CC_54449852|PRE - TT 1500%|Residentiels|15/09/2011 11:07:12|A
CC_5709208|PRE - New Elissa|Elissa|30/09/2010 13:20:22|S
CC_5279502|PRE - New Elissa|Elissa|23/04/2010 11:48:32|A
CC_52708320|PRE - Elissa 300%|Elissa|11/10/2010 19:01:59|A
CC_50168825|PRE - Family Connect|Enterprise/KeyAccounts|04/06/2010 22:25:42|A
CC_50249000|PRE - TT 1500%|Residentiels|15/10/2010 20:15:50|A
CC_51009119|PRE - TT 1500%|Residentiels|13/11/2010 12:05:39|A
CC_50897933|PRE - TT 1000%|Residentiels|24/05/2010 18:23:38|A
CC_54088995|PRE - Trankil TT|Enterprise/SME|11/08/2010 22:30:55|A
CC_50839108|PRE - Trankil TT|Residentiels|25/02/2015 09:38:03|A
CC_50149672|PRE - TT 1500%|B2B2C adherent|11/11/2010 12:54:58|A
CC_54639684|PRE - Trankil TT|Enterprise/SME|07/12/2010 21:34:58|A
CC_56889700|PRE - TT 1500%|B2B2C amicale|29/12/2010 00:34:11|A
CC_57367795|PRE - TT 1500%|Residentiels|24/03/2010 10:13:12|A
CC_51667931|PRE - Oulidha 1000%|Residentiels|01/06/2011 17:14:19|A
CC_55578533|PRE - AHLA|Residentiels|31/08/2010 21:01:12|S
CC_54528761|PRE - TT 1000%|Residentiels|05/07/2011 09:53:19|A
CC_58068814|PRE - TT 1500%|Residentiels|25/09/2010 17:51:33|A
CC_58218868|PRE - TT 1500%|Residentiels|11/12/2010 11:31:39|A
CC_52919000|PRE - TT 1500%|Residentiels|09/10/2012 11:55:34|D
CC_58409005|PRE - 900 bonus|Residentiels|24/06/2012 19:02:09|A
CC_53779012|PRE - Trankil TT|Residentiels|30/11/2010 19:14:25|S
CC_57379072|PRE - TT 1500%|Residentiels|05/05/2011 16:48:42|A
CC_53379293|PRE - TT 1000%|Residentiels|10/02/2011 16:25:58|A
CC_51319774|PRE - 900 bonus|Residentiels|12/08/2011 10:48:22|A
CC_51129835|PRE - Trankil TT|Residentiels|30/05/2011 19:09:27|A
CC_50007912|PRE - TT 1500%|Residentiels|27/03/2010 10:00:03|A
CC_55727922|PRE - TT 1500%|Residentiels|11/02/2010 12:33:47|A
CC_59697930|PRE - TT 1500%|Residentiels|02/05/2011 10:51:43|A
CC_54657942|PRE - Double|Residentiels|10/05/2010 13:42:01|A
CC_54138477|PRE - TT 1000%|Residentiels|08/09/2010 12:29:01|A
CC_58498516|PRE - TT 1500%|Residentiels|24/08/2010 11:26:13|A
CC_53768624|PRE - TT 1500%|Residentiels|15/06/2010 17:54:57|A
CC_55218627|PRE - AHLA|Residentiels|07/06/2010 13:11:51|A
CC_59119008|PRE - TT 1500%|Residentiels|29/11/2010 16:09:44|A
CC_52819030|PRE - 900 bonus|Residentiels|23/10/2010 10:03:42|A
CC_56569290|PRE - TT 1000%|Residentiels|03/03/2011 16:09:14|A
CC_57089682|PRE - Corporate Optimum Family|Enterprise/SME|07/12/2010 20:11:10|A
CC_56539698|PRE - Corporate Optimum Family|Enterprise/SME|23/12/2010 20:01:55|A
CC_54719743|PRE - 900 bonus|Residentiels|14/05/2011 18:18:30|S
CC_59028563|PRE - TT 1000%|Residentiels|05/01/2011 13:35:30|A
CC_56548633|PRE - TT 1500%|Residentiels|27/05/2010 10:26:35|A
CC_55789177|PRE - 900 bonus|Residentiels|29/11/2010 11:37:02|A
CC_51129979|PRE - TT 1500%|Residentiels|04/04/2011 17:06:08|A
CC_5639664|PRE - Trankil ELISSA|Elissa|25/03/2010 13:24:01|A
CC_56517593|PRE - TT 1500%|Residentiels|18/05/2010 08:21:35|A
CC_52027993|Hayya|Residentiels|10/06/2010 08:43:39|A
CC_54758581|PRE - Day Pass|Residentiels|30/11/2010 11:37:34|A
CC_57098590|PRE - Trankil TT|Residentiels|02/08/2010 20:38:21|A
CC_58188624|PRE - Trankil TT|Residentiels|15/06/2010 16:05:05|A
CC_52458655|PRE - 900 bonus|Residentiels|20/06/2010 19:13:47|A
CC_54219200|PRE - Day Pass|Residentiels|22/12/2010 12:26:01|A
CC_5519691|PRE - Elissa 300%|Elissa|07/06/2010 16:14:23|A
CC_52218052|PRE - TT 1500%|Residentiels|21/02/2010 13:55:29|A
CC_50288241|PRE - Elissa 300%|Elissa|07/10/2010 15:30:59|A
CC_57848329|PRE - New Elissa|Elissa|29/09/2010 11:25:23|A
CC_52258473|PRE - TT 1500%|Residentiels|03/10/2011 14:21:02|A
CC_50748553|PRE - Oulidha 1000%|Enterprise/SME|19/02/2011 14:19:52|A
CC_54168592|PRE - TT 1500%|Residentiels|01/08/2010 15:34:41|A
CC_52038625|PRE - TT 1000%|Residentiels|31/05/2010 22:47:32|A
CC_55198652|PRE - TT 1500%|Residentiels|14/06/2010 10:00:25|A
CC_53888674|PRE - TT 1500%|Residentiels|31/08/2010 17:55:42|A
CC_54568738|PRE - Double Reinstal|Residentiels|28/07/2010 11:45:49|A
CC_53748850|PRE - TT 1000%|Residentiels|05/01/2011 15:31:18|A
CC_58168987|PRE - Trankil TT|Residentiels|01/06/2011 18:25:35|A
CC_53959035|PRE - Trankil TT|Residentiels|15/12/2010 16:57:19|A
CC_55829047|PRE - TT 1500%|Residentiels|21/09/2010 13:23:40|A
CC_53849619|PRE - Trankil ELISSA|Elissa|07/05/2011 09:36:17|A
CC_58809653|PRE - Elissa 300%|Elissa|25/07/2011 18:01:31|A
CC_55779961|PRE - TT 1500%|B2B2C adherent|24/08/2011 10:57:45|A
CC_54877441|PRE - Trankil TT|Residentiels|27/04/2007|A
CC_54179017|PRE - TT 1500%|Residentiels|18/11/2010 09:00:09|D
CC_51529274|PRE - Trankil TT|Residentiels|28/12/2010 20:41:12|A
CC_57687813|PRE - 900 bonus|Residentiels|27/05/2010 09:37:52|A
CC_58758099|PRE - Trankil TT|Residentiels|19/03/2010 10:32:00|A
CC_59978111|PRE - Trankil TT|Residentiels|02/03/2010 12:04:58|A
CC_56198513|PRE - Binetna|Residentiels|16/08/2010 10:18:09|A
CC_54868548|PRE - Trankil TT|Residentiels|27/09/2010 09:25:34|A
CC_52308683|PRE - TT 1500%|Residentiels|31/08/2010 18:38:19|A
CC_59438842|PRE - 900 bonus|Residentiels|28/08/2010 12:58:25|A
CC_55188851|PRE - Double|Residentiels|03/12/2010 11:15:29|A
CC_52129035|PRE - 900 bonus|Residentiels|09/02/2011 11:41:02|A
CC_59019180|PRE - TT 1000%|Enterprise/SME|13/09/2010 13:25:48|A
CC_59199829|PRE - Trankil TT|Residentiels|21/06/2011 09:25:36|A
CC_54997522|PRE - Trankil TT|Residentiels|15/03/2010 11:33:44|A
CC_59847603|PRE - Trankil TT|Residentiels|04/06/2010 09:56:06|A
CC_56647892|PRE - Trankil TT|Residentiels|23/04/2010 14:54:30|A
CC_57898344|PRE - 900 bonus|Residentiels|18/04/2010 10:20:08|A
CC_56518472|PRE - TT 1000%|Residentiels|04/09/2010 14:44:38|A
CC_51888656|PRE - Double|Residentiels|07/06/2010 21:20:13|A
CC_58598683|PRE - 900 bonus|Residentiels|02/07/2010 08:45:18|A
CC_52558687|PRE - TT 1500%|Residentiels|24/06/2010 10:39:59|A
CC_53108814|PRE - TT 1500%|Residentiels|05/10/2010 14:29:53|A
CC_57429077|PRE - TT 1500%|Residentiels|14/10/2010 16:26:16|A
CC_54269235|PRE - TT 1500%|Residentiels|19/01/2011 17:26:59|A
CC_56719242|PRE - AHLA|Residentiels|13/02/2011 09:54:17|A
CC_59509377|PRE - Trankil ELISSA|Elissa|28/11/2010 12:12:37|A
CC_57659378|PRE - New Elissa|Elissa|15/11/2010 19:22:45|A
CC_51349732|PRE - Double|Residentiels|04/08/2011 09:53:21|A
CC_56809884|PRE - TT 1000%|Residentiels|25/10/2011 18:38:15|A
CC_59177881|PRE - Double|Residentiels|05/06/2010 19:23:09|A
CC_58499020|PRE - TT 1500%|Residentiels|15/04/2011 12:34:05|A
CC_56389951|PRE - Double|Residentiels|15/03/2011 11:10:30|A
CC_53037576|PRE - TT 1500%|Residentiels|03/09/2011 11:42:26|A
CC_51338834|PRE - Corporate Optimum Family|Enterprise/SME|14/06/2010 10:46:40|A
CC_52328974|PRE - TT 1500%|Residentiels|24/03/2011 14:49:49|A
CC_51649097|PRE - TT 1500%|Enterprise/SME|26/08/2010 00:34:19|A
CC_53338830|PRE - TT 1500%|Enterprise/SME|11/06/2010 18:45:30|A
CC_54348841|PRE - Corporate Optimum Family|Residentiels|23/08/2010 12:21:16|A
CC_54188893|PRE - Family Connect|Entreprise/Soho|09/11/2010 08:54:22|A
CC_59767439|PRE - TT 1500%|Residentiels|30/10/2006|A
CC_56887588|PRE - Double|Residentiels|23/04/2013 12:13:15|A
CC_52868590|PRE - Oulidha 1000%|Residentiels|04/09/2010 11:44:55|A
CC_53858614|PRE - 900 bonus|Residentiels|14/05/2010 14:28:22|A
CC_59529034|PRE - AHLA|Residentiels|23/10/2010 14:33:37|A
CC_52748111|PRE - TT 1500%|Residentiels|22/02/2010 09:15:17|A
CC_53108362|PRE - Trankil TT|Residentiels|10/04/2010 08:22:44|A
CC_50788368|PRE - TT 1500%|Residentiels|18/04/2010 10:58:07|A
CC_54568382|PRE - TT 1000%|Enterprise/SME|13/04/2010 11:19:49|A
CC_59738660|PRE - Trankil TT|Residentiels|20/06/2010 22:05:14|A
CC_51078724|PRE - Double|Residentiels|14/07/2010 10:31:02|A
CC_52427593|PRE - offre 40|Residentiels|28/07/2011 11:12:36|A
CC_52508701|PRE - Trankil TT|Residentiels|01/10/2010 10:56:02|A
CC_51908991|PRE - TT 1500%|Residentiels|13/07/2010 08:59:32|A
CC_53949680|PRE - Corporate Optimum Family|Enterprise/SME|07/12/2010 17:43:17|S
CC_54519689|PRE - Corporate Optimum Family|Enterprise/SME|08/12/2010 02:03:19|A
CC_59999703|PRE - Trankil TT|Enterprise/SME|05/01/2011 20:06:10|A
CC_57828014|PRE - Trankil TT|Residentiels|20/05/2010 17:45:22|A
CC_54658065|PRE - TT 1000%|Residentiels|19/07/2010 12:57:40|A
CC_50348661|PRE - Trankil TT|Residentiels|01/07/2010 09:35:52|A
CC_56738669|PRE - Trankil TT|Residentiels|10/08/2010 18:34:23|A
CC_58838740|PRE - TT 1000%|Residentiels|30/11/2010 11:45:57|A
CC_50938983|PRE - TT 1000%|Residentiels|19/07/2011 10:20:15|A
CC_52179011|PRE - 900 bonus|Residentiels|05/01/2011 14:08:16|A
CC_54089030|PRE - TT 1500%|Residentiels|24/09/2011 10:19:00|A
CC_57149071|PRE - Double|Residentiels|28/04/2011 15:35:46|A
CC_59029186|PRE - TT 1500%|Residentiels|30/12/2010 17:02:44|A
CC_57929227|PRE - Binetna|Residentiels|16/04/2011 13:43:25|A
CC_58749759|PRE - AHLA|Residentiels|21/07/2011 12:29:25|S
CC_53537513|PRE - TT 1500%|Entreprise/Soho|04/04/2010 12:04:38|A
CC_57077988|PRE - TT 1500%|Residentiels|01/02/2010 15:41:34|A
CC_52968618|PRE - Double Reinstal|Residentiels|08/05/2010 11:38:03|S
CC_57438658|PRE - Binetna|Residentiels|15/06/2010 07:10:13|A
CC_52248667|PRE - 900 bonus|Residentiels|25/08/2010 22:30:43|A
CC_54408723|PRE - Oulidha 1000%|Residentiels|20/06/2010 15:49:23|S
CC_57198767|PRE - Double|Residentiels|14/12/2010 16:38:22|A
CC_52099034|PRE - TT 1000%|Residentiels|19/09/2011 19:32:21|A
CC_51919036|PRE - 900 bonus|Residentiels|01/07/2011 13:53:29|A
CC_51969444|PRE - TT 1500%|Enterprise/SME|11/10/2010 16:14:46|A
CC_58737533|PRE - TT 1500%|Residentiels|10/07/2010 18:37:05|A
CC_54288028|PRE - Double|Residentiels|20/02/2010 13:15:43|A
CC_53058210|PRE - New Elissa|Elissa|11/10/2010 12:19:59|A
CC_52448672|PRE - Oulidha 1000%|Residentiels|11/06/2010 14:21:20|A
CC_58178744|PRE - 900 bonus|Residentiels|13/07/2010 09:06:03|A
CC_55718760|PRE - TT 1000%|Residentiels|10/08/2010 10:24:36|A
CC_57038985|PRE - 900 bonus|Residentiels|07/05/2011 11:21:22|A
CC_59459003|PRE - TT 1500%|Residentiels|02/12/2014 11:47:34|A
CC_51399014|PRE - Trankil TT|Entreprise/Soho|04/06/2011 11:43:16|A
CC_53647682|PRE - Trankil TT|Residentiels|25/02/2010 12:05:35|A
CC_52568592|PRE - TT 1500%|Residentiels|04/07/2010 19:47:12|A
CC_54558649|PRE - Day Pass|Residentiels|21/06/2010 20:18:05|A
CC_54059672|PRE - Corporate Optimum Family|Residentiels|15/11/2010 12:45:47|A
CC_56079013|PRE - TT 1500%|Residentiels|04/01/2011 16:49:42|A
CC_55817788|PRE - TT 1000%|Residentiels|13/04/2010 10:49:15|A
CC_58598733|PRE - 1=11|Residentiels|22/07/2010 10:53:58|A
CC_51149350|PRE - Trankil ELISSA|Elissa|31/10/2010 10:51:32|A
CC_51689667|PRE - Trankil TT|B2B2C adherent|20/10/2010 12:43:40|A
CC_50489929|PRE - Oulidha 1000%|Residentiels|17/08/2012 00:13:13|A
CC_59428733|PRE - Trankil TT|Residentiels|04/08/2010 11:04:23|A
CC_55187513|PRE - Double Reinstal|Residentiels|01/05/2010 19:20:54|S
CC_58797663|PRE - TT 1500%|Residentiels|11/05/2010 10:24:54|A
CC_57778128|PRE - New Elissa|Elissa|26/10/2010 16:12:56|A
CC_52028520|PRE - 900 bonus|Residentiels|02/09/2010 13:45:13|A
CC_56858810|PRE - TT 1000%|Residentiels|28/09/2010 16:03:39|A
CC_57708922|PRE - Trankil TT|Residentiels|04/04/2011 08:17:13|S
